1,0,0,0,28,63,
2,71,148,149,241,270,
4,118,178,178,265,295,
3,149,226,227,326,355,
5,195,282,283,375,405,
10,280,353,354,433,463,
11,387,475,476,575,604,
7,465,525,526,598,628,
8,434,507,508,622,652,
9,525,617,617,683,713,
6,697,760,761,853,882,
