1,0,0,0,29,65,
2,0,0,0,45,76,
3,0,0,0,61,97,
5,0,0,0,78,109,
6,136,214,214,301,332,
8,200,292,293,390,421,
5,252,330,330,416,447,
7,462,526,526,594,625,
