
1,0,0,0,28,63,
3,0,0,0,44,79,
6,87,165,165,269,299,
8,131,218,219,311,341,
7,187,247,248,335,365,
9,220,311,311,391,420,
5,341,419,420,498,528,
10,436,501,501,594,623,
